date,value
5/9/2017, 61290
6/9/2017, 68406
7/9/2017, 76111
8/9/2017, 63113
9/9/2017, 73002
10/9/2017, 79373
11/9/2017, 68320
12/9/2017, 106779
13/9/2017, 99372
14/9/2017, 83670
15/9/2017, 93320
16/9/2017, 77238
17/9/2017, 80151
18/9/2017, 71392
19/9/2017, 85571
20/9/2017, 94627
21/9/2017, 66998
22/9/2017, 74513
23/9/2017, 86442
24/9/2017, 74472
25/9/2017, 72426
26/9/2017, 67679
27/9/2017, 69197
28/9/2017, 59449
29/9/2017, 64396
30/9/2017, 73018
31/9/2017, 86043
1/10/2017, 89885
2/10/2017, 92923
3/10/2017, 77953
4/10/2017, 73373
5/10/2017, 67196
6/10/2017, 72577
7/10/2017, 64461
8/10/2017, 81551
9/10/2017, 81241
10/10/2017, 80481
11/10/2017, 68892
12/10/2017, 71176
13/10/2017, 73373
14/10/2017, 71630
15/10/2017, 79934
16/10/2017, 87538
17/10/2017, 83410
18/10/2017, 68192
19/10/2017, 72762
20/10/2017, 102144
21/10/2017, 87110
22/10/2017, 78405
23/10/2017, 75047
24/10/2017, 69886
25/10/2017, 71625
26/10/2017, 80943
27/10/2017, 98413
28/10/2017, 106360
29/10/2017, 128781
30/10/2017, 103190
1/11/2017, 105017
2/11/2017, 88292
3/11/2017, 83022
4/11/2017, 97945
5/11/2017, 103919
6/11/2017, 116856
7/11/2017, 155600
8/11/2017, 124260
9/11/2017, 114109
10/11/2017, 100455
11/11/2017, 128425
12/11/2017, 113215
13/11/2017, 98863
14/11/2017, 109628
15/11/2017, 105711
16/11/2017, 82782
17/11/2017, 84441
18/11/2017, 97245
19/11/2017, 83423
20/11/2017, 101169
21/11/2017, 105591
22/11/2017, 124670
23/11/2017, 100098
24/11/2017, 70864
25/11/2017, 64029
26/11/2017, 77648
27/11/2017, 78968
28/11/2017, 79968
29/11/2017, 77151
30/11/2017, 71377
31/11/2017, 64989
1/0/2018, 62044
2/0/2018, 77723
3/0/2018, 79086
4/0/2018, 74534
5/0/2018, 76404
6/0/2018, 62977
7/0/2018, 67259
8/0/2018, 30585
9/0/2018, 80932
10/0/2018, 82357
11/0/2018, 100333
12/0/2018, 80737
13/0/2018, 63396
14/0/2018, 65657
15/0/2018, 76852
16/0/2018, 102135
17/0/2018, 111394
18/0/2018, 100366
19/0/2018, 57244
20/0/2018, 75149
21/0/2018, 76295
22/0/2018, 93708
23/0/2018, 81995
24/0/2018, 78855
25/0/2018, 79509
26/0/2018, 73227
27/0/2018, 63956
28/0/2018, 66645
29/0/2018, 82322
30/0/2018, 84246
31/0/2018, 81651
1/1/2018, 93008
2/1/2018, 102640
3/1/2018, 76444
4/1/2018, 78202
5/1/2018, 99959
6/1/2018, 109734
7/1/2018, 95072
8/1/2018, 101569
9/1/2018, 89542
10/1/2018, 77570
11/1/2018, 75335
12/1/2018, 83783
13/1/2018, 73084
14/1/2018, 72888
15/1/2018, 74208
16/1/2018, 74964
17/1/2018, 69716
18/1/2018, 62968
19/1/2018, 69225
20/1/2018, 75215
21/1/2018, 69562
22/1/2018, 66124
23/1/2018, 62576
24/1/2018, 56616
25/1/2018, 63393
26/1/2018, 66533
27/1/2018, 64827
28/1/2018, 68823
1/2/2018, 61852
2/2/2018, 61317
3/2/2018, null
4/2/2018, null
5/2/2018, null
6/2/2018, null
7/2/2018, null
8/2/2018, null
9/2/2018, null
10/2/2018, null
11/2/2018, null
12/2/2018, null
13/2/2018, null
14/2/2018, null
15/2/2018, null
16/2/2018, null
17/2/2018, null
18/2/2018, null
19/2/2018, null
20/2/2018, null
21/2/2018, null
22/2/2018, null
23/2/2018, null
24/2/2018, null
25/2/2018, null
26/2/2018, null
27/2/2018, null
28/2/2018, null
29/2/2018, null
30/2/2018, null
31/2/2018, null
1/3/2018, null
2/3/2018, null
3/3/2018, null
4/3/2018, null
5/3/2018, null
6/3/2018, null
7/3/2018, 52476
8/3/2018, 52796
9/3/2018, 59029
10/3/2018, 59044
11/3/2018, 61072
12/3/2018, 68886
13/3/2018, 64178
14/3/2018, 50026
15/3/2018, 52494
16/3/2018, 56538
17/3/2018, 56111
18/3/2018, 56720
19/3/2018, 57013
20/3/2018, 57190
21/3/2018, 56176
22/3/2018, 59404
23/3/2018, 59885
24/3/2018, 67323
25/3/2018, 65523
26/3/2018, 64330
27/3/2018, 55754
28/3/2018, 49473
29/3/2018, 46959
30/3/2018, 49151
1/4/2018, 49777
2/4/2018, 48137
3/4/2018, 50882
4/4/2018, 57751
5/4/2018, 50536
6/4/2018, 47589
7/4/2018, 53424
8/4/2018, 52302
9/4/2018, 54594
10/4/2018, 53621
11/4/2018, 55128
12/4/2018, 48718
13/4/2018, 46131
14/4/2018, 52460
15/4/2018, 50376
16/4/2018, 49167
17/4/2018, 47708
18/4/2018, 46685
19/4/2018, 40643
20/4/2018, 41628
21/4/2018, 44301
22/4/2018, 44097
23/4/2018, 49303
24/4/2018, 46043
25/4/2018, 42093
26/4/2018, 38020
27/4/2018, 43809
28/4/2018, 44801
29/4/2018, 46903
30/4/2018, 51863
31/4/2018, 47154
1/5/2018, 45316
2/5/2018, 41760
3/5/2018, 41999
4/5/2018, 46104
5/5/2018, 46860
6/5/2018, 45323
7/5/2018, 48259
8/5/2018, 46310
9/5/2018, 38889
10/5/2018, 40585
11/5/2018, 45487
12/5/2018, 46551
13/5/2018, 51652
14/5/2018, 47079
15/5/2018, 39786
16/5/2018, 36471
17/5/2018, 37164
18/5/2018, 46282
19/5/2018, 45018
20/5/2018, 41009
21/5/2018, 38835
22/5/2018, 41721
23/5/2018, 36776
24/5/2018, 36953
25/5/2018, 42286
26/5/2018, 43429
27/5/2018, 40206
28/5/2018, 41574
29/5/2018, 41392
30/5/2018, 35882
1/6/2018, 32183
2/6/2018, 40449
3/6/2018, 43042
4/6/2018, 40065
5/6/2018, 38128
6/6/2018, 38468
7/6/2018, 32273
8/6/2018, 31005
9/6/2018, 37804
10/6/2018, 39826
11/6/2018, 39901
12/6/2018, 39007
13/6/2018, 37794
14/6/2018, 30839
15/6/2018, 32485
16/6/2018, 41799
17/6/2018, 45432
18/6/2018, 42923
19/6/2018, 39629
20/6/2018, 38529
21/6/2018, 33267
22/6/2018, 32189
23/6/2018, 39877
24/6/2018, 48202
25/6/2018, 41673
26/6/2018, 39978
27/6/2018, 37373
28/6/2018, 31763
29/6/2018, 32179
30/6/2018, 37855
31/6/2018, 38962
1/7/2018, 39603
2/7/2018, 37572
3/7/2018, 39186
4/7/2018, 33342
5/7/2018, 30523
6/7/2018, 35064
7/7/2018, 34996
8/7/2018, 36169
9/7/2018, 34503
10/7/2018, 34108
11/7/2018, 29578
12/7/2018, 28188
13/7/2018, 31628
14/7/2018, 36996
15/7/2018, 35084
16/7/2018, 33037
17/7/2018, 32168
18/7/2018, 27953
19/7/2018, 26854
20/7/2018, 33467
21/7/2018, 33425
22/7/2018, 32026
23/7/2018, 33815
24/7/2018, 29804
25/7/2018, 26122
26/7/2018, 23840
27/7/2018, 28754
28/7/2018, 33359
29/7/2018, 31756
30/7/2018, 31447
31/7/2018, 32099
1/8/2018, 30166
2/8/2018, 29111
3/8/2018, 34835
4/8/2018, 35005
5/8/2018, 35456
6/8/2018, 37078
7/8/2018, 33033
8/8/2018, 28446
9/8/2018, 30519
10/8/2018, 33868
11/8/2018, 32809
12/8/2018, 29716
13/8/2018, 32269
14/8/2018, 31041
15/8/2018, 27319
16/8/2018, 26995
17/8/2018, 31037
18/8/2018, 30885
19/8/2018, 31000
20/8/2018, 32268
21/8/2018, 34302
22/8/2018, 27695
23/8/2018, 29057
24/8/2018, 32186
25/8/2018, 33771
26/8/2018, 32810
27/8/2018, 31898
28/8/2018, 29550
29/8/2018, 28728
30/8/2018, 27646
1/9/2018, 31878
2/9/2018, 31648
3/9/2018, 31711
4/9/2018, 34224
5/9/2018, 34221
6/9/2018, 29246
7/9/2018, 28503
8/9/2018, 37692
9/9/2018, 35538
10/9/2018, 33842
11/9/2018, 32278
12/9/2018, 28937
13/9/2018, 27760
14/9/2018, 28150
15/9/2018, 35275
16/9/2018, 35006
17/9/2018, 33145
18/9/2018, 30155
19/9/2018, 28097
20/9/2018, 23204
21/9/2018, 22298
22/9/2018, 30300
23/9/2018, 30702
24/9/2018, 29969
25/9/2018, 25693
26/9/2018, 25493
27/9/2018, 20631
28/9/2018, 20711
29/9/2018, 26541
30/9/2018, 25290
31/9/2018, 33944
1/10/2018, 31618
2/10/2018, 22288
3/10/2018, 18645
4/10/2018, 24207
5/10/2018, 23158
6/10/2018, 25550
7/10/2018, 24951
8/10/2018, 24614
9/10/2018, 25018
10/10/2018, 20709
11/10/2018, 18630
12/10/2018, 23212
13/10/2018, 25340
14/10/2018, 34169
15/10/2018, 30694
16/10/2018, 28077
17/10/2018, 23964
18/10/2018, 21832
19/10/2018, 39010
20/10/2018, 36659
21/10/2018, 30984
22/10/2018, 27754
23/10/2018, 26345
24/10/2018, 22902
25/10/2018, 26859
26/10/2018, 29115
27/10/2018, 29976
28/10/2018, 29142
29/10/2018, 28709
30/10/2018, 25626
1/11/2018, 26347
2/11/2018, 21596
3/11/2018, 27894
4/11/2018, 25332
5/11/2018, 27357
6/11/2018, null
7/11/2018, 28638
8/11/2018, 22270
9/11/2018, 23363
10/11/2018, 22818
11/11/2018, 22603
12/11/2018, 21876
13/11/2018, 21792
14/11/2018, 24445
15/11/2018, 18577
16/11/2018, 19526
17/11/2018, 24940
18/11/2018, 25600
19/11/2018, 26446
20/11/2018, 24630
21/11/2018, 22143
22/11/2018, 17737
23/11/2018, 17701
24/11/2018, 21198
25/11/2018, 18394
26/11/2018, 19107
27/11/2018, 19522
28/11/2018, 20589
29/11/2018, 19252
30/11/2018, 18295
31/11/2018, 18611
1/0/2019, 17069
2/0/2019, 18830
3/0/2019, 26754
4/0/2019, 21139
5/0/2019, 20096
6/0/2019, 18883
7/0/2019, 20476
8/0/2019, 19387
9/0/2019, 21237
10/0/2019, 20948
11/0/2019, 19317
12/0/2019, 16138
13/0/2019, 16041
14/0/2019, 19018
15/0/2019, 18363
16/0/2019, 18790
17/0/2019, 21544
18/0/2019, 19125
19/0/2019, 16923
20/0/2019, 17285
21/0/2019, 18571
22/0/2019, 18601
23/0/2019, 19434
24/0/2019, 19994
25/0/2019, 17787
26/0/2019, 16307
27/0/2019, 14794
28/0/2019, 19069
29/0/2019, 19242
30/0/2019, 19785
31/0/2019, 20616
1/1/2019, 14658
2/1/2019, 15728
3/1/2019, 15208
4/1/2019, 18658
5/1/2019, 19792
6/1/2019, 20673
7/1/2019, 18834
8/1/2019, 20304
9/1/2019, 18400
10/1/2019, 15294
11/1/2019, 17137
12/1/2019, 18536
13/1/2019, 19037
14/1/2019, 20146
15/1/2019, 17973
16/1/2019, 14503
17/1/2019, 15013
18/1/2019, 20088
19/1/2019, 20657
20/1/2019, 19783
21/1/2019, 18673
22/1/2019, 18990
23/1/2019, 17467
24/1/2019, 19043
25/1/2019, 18557
26/1/2019, 18337
27/1/2019, 17989
28/1/2019, 17668
1/2/2019, 16498
2/2/2019, 14475
3/2/2019, 14176
4/2/2019, 17545
5/2/2019, 18838
6/2/2019, 18028
7/2/2019, 18488
8/2/2019, 17183
9/2/2019, 17366
10/2/2019, 15841
11/2/2019, 18186
12/2/2019, 19917
13/2/2019, 18492
14/2/2019, 20023
15/2/2019, 20206
16/2/2019, 17435
17/2/2019, 15347
18/2/2019, 18737
19/2/2019, 18727
20/2/2019, 19248
21/2/2019, 19423
22/2/2019, 16970
23/2/2019, 15265
24/2/2019, 13501
25/2/2019, 17740
26/2/2019, 17060
27/2/2019, 18796
28/2/2019, 19331
29/2/2019, 19794
30/2/2019, 16862
31/2/2019, 13999
1/3/2019, 19381
2/3/2019, 31271
3/3/2019, 27604
4/3/2019, 19138
5/3/2019, 21242
6/3/2019, 18512
7/3/2019, 18379
8/3/2019, 21850
9/3/2019, 21506
10/3/2019, 20630
11/3/2019, 19646
12/3/2019, 19211
13/3/2019, 14753
14/3/2019, 15018
15/3/2019, 21915
16/3/2019, 20162
17/3/2019, 18090
18/3/2019, 17682
19/3/2019, 18120
20/3/2019, 17709
21/3/2019, 17222
22/3/2019, 17408
23/3/2019, 22296
24/3/2019, 19743
25/3/2019, 19506
26/3/2019, 21070
27/3/2019, 16710
28/3/2019, 17580
29/3/2019, 20448
30/3/2019, 21581
1/4/2019, 20851
2/4/2019, 22445
3/4/2019, 24485
4/4/2019, 17068
5/4/2019, 16535
6/4/2019, 17404
7/4/2019, 23358
8/4/2019, 21963
9/4/2019, 23754
10/4/2019, 26998
11/4/2019, 28634
12/4/2019, 24282
13/4/2019, 30708
14/4/2019, 30481
15/4/2019, 26417
16/4/2019, 25357
17/4/2019, 24758
18/4/2019, 21030
19/4/2019, 23521
20/4/2019, 26986
21/4/2019, 26690
22/4/2019, 28228
23/4/2019, 23030
24/4/2019, 24832
25/4/2019, 21858
26/4/2019, 24478
27/4/2019, 28581
28/4/2019, 26446
29/4/2019, 25021
30/4/2019, 27798
31/4/2019, 23693
1/5/2019, 18033
2/5/2019, 17800
3/5/2019, 21639
4/5/2019, 22663
5/5/2019, 20976
6/5/2019, 18986
7/5/2019, 18556
8/5/2019, 16193
9/5/2019, 14067
10/5/2019, 16525
11/5/2019, 16251
12/5/2019, 16268
13/5/2019, 17035
14/5/2019, 18696
15/5/2019, 16573
16/5/2019, 22492
17/5/2019, 20646
18/5/2019, 21527
19/5/2019, 18490
20/5/2019, 22820
21/5/2019, 27828
22/5/2019, 39374
23/5/2019, 24127
24/5/2019, 25892
25/5/2019, 27019
26/5/2019, 41687
27/5/2019, 30175
28/5/2019, 27588
29/5/2019, 21149
30/5/2019, 17663
1/6/2019, 23124
2/6/2019, 23546
3/6/2019, 22563
4/6/2019, 19546
5/6/2019, 19656
6/6/2019, 16184
7/6/2019, 15820
8/6/2019, 21434
9/6/2019, 22180
10/6/2019, 23834
11/6/2019, 20230
12/6/2019, 31450
13/6/2019, 21442
14/6/2019, 19451
15/6/2019, 22735
16/6/2019, 22784
17/6/2019, 24278
18/6/2019, 24597
19/6/2019, 25759
20/6/2019, 21566
21/6/2019, 20697
22/6/2019, 23274
23/6/2019, 21610
24/6/2019, 22926
25/6/2019, 19361
26/6/2019, 17954
27/6/2019, 16400
28/6/2019, 14762
29/6/2019, 17179
30/6/2019, 18294
31/6/2019, 19647
1/7/2019, 19930
2/7/2019, 19806
3/7/2019, 15856
4/7/2019, 15514
5/7/2019, 24014
6/7/2019, 21526
7/7/2019, 19684
8/7/2019, 17352
9/7/2019, 17787
10/7/2019, 15781
11/7/2019, 14407
12/7/2019, 18156
13/7/2019, 18208
14/7/2019, 19072
15/7/2019, 19697
16/7/2019, 19352
17/7/2019, 15703
18/7/2019, 14246
19/7/2019, 16770
20/7/2019, 16596
21/7/2019, 18179
22/7/2019, 17858
23/7/2019, 17668
24/7/2019, 14618
25/7/2019, 14278
26/7/2019, 16826
27/7/2019, 20448
28/7/2019, 19033
29/7/2019, 17137
30/7/2019, 16339
31/7/2019, 13453
1/8/2019, 14620
2/8/2019, 17337
3/8/2019, 20903
4/8/2019, 18177
5/8/2019, 16187
6/8/2019, 18376
7/8/2019, 14526
8/8/2019, 14593
9/8/2019, 17004
10/8/2019, 18300
11/8/2019, 17080
12/8/2019, 16904
13/8/2019, 15885
14/8/2019, 13360
15/8/2019, 13380
16/8/2019, 16491
17/8/2019, 17082
18/8/2019, 18477
19/8/2019, 18387
20/8/2019, 16907
21/8/2019, 13899
22/8/2019, 14650
23/8/2019, 18065
24/8/2019, 21250
25/8/2019, 21772
26/8/2019, 19619
27/8/2019, 19119
28/8/2019, 15414
29/8/2019, 14229
30/8/2019, 17758
1/9/2019, 17754
2/9/2019, 15544
3/9/2019, 15626
4/9/2019, 14904
5/9/2019, 13536
6/9/2019, 14729
7/9/2019, 16843
8/9/2019, 16662
9/9/2019, 17990
10/9/2019, 17144
11/9/2019, 16759
12/9/2019, 14136
13/9/2019, 14172
14/9/2019, 17307
15/9/2019, 17552
16/9/2019, 17713
17/9/2019, 16806
18/9/2019, 17011
19/9/2019, 15757
20/9/2019, 13294
21/9/2019, 16282
22/9/2019, 19420
23/9/2019, 20329
24/9/2019, 17486
25/9/2019, 20601
26/9/2019, 25470
27/9/2019, 17460
28/9/2019, 18462
29/9/2019, 17199
30/9/2019, 17972
31/9/2019, 20869
1/10/2019, 17370
2/10/2019, 14470
3/10/2019, 14022
4/10/2019, 17953
5/10/2019, 18119
6/10/2019, 17193
7/10/2019, 16147
8/10/2019, 16463
9/10/2019, 13608
10/10/2019, 13655
11/10/2019, 17451
12/10/2019, 16739
13/10/2019, 17058
14/10/2019, 18144
15/10/2019, 17028
16/10/2019, 15041
17/10/2019, 14539
18/10/2019, 16505
19/10/2019, 16874
20/10/2019, 18338
21/10/2019, 21597
22/10/2019, 24404
23/10/2019, 16543
24/10/2019, 17253
25/10/2019, 22633
26/10/2019, 25824
27/10/2019, 22517
28/10/2019, 16332
29/10/2019, 16670
30/10/2019, 16174
1/11/2019, 15964
2/11/2019, 16129
3/11/2019, 16469
4/11/2019, 16817
5/11/2019, 17127
6/11/2019, 15697
7/11/2019, 13437
8/11/2019, 14176
9/11/2019, 16592
10/11/2019, 15197
11/11/2019, 14324
12/11/2019, 16412
13/11/2019, 16588
14/11/2019, 14114
15/11/2019, 14381
16/11/2019, 18724
17/11/2019, 19303
18/11/2019, 22374
19/11/2019, 21588
20/11/2019, 18959
21/11/2019, 16562
22/11/2019, 15978
23/11/2019, 16906
24/11/2019, 15959
25/11/2019, 14984
26/11/2019, 15205
27/11/2019, 14711
28/11/2019, 14765
29/11/2019, 13684
30/11/2019, 15568
31/11/2019, 13500
1/0/2020, 13987
2/0/2020, 15920
3/0/2020, 19730
4/0/2020, 16357
5/0/2020, 16533
6/0/2020, 16540
7/0/2020, 20950
8/0/2020, 20820
9/0/2020, 20500
10/0/2020, 18266
11/0/2020, 15900
12/0/2020, 14383
13/0/2020, 15305
14/0/2020, 20772
15/0/2020, 18142
16/0/2020, 18513
17/0/2020, 17272
18/0/2020, 17651
19/0/2020, 20557
20/0/2020, 18586
21/0/2020, 19285
22/0/2020, 19401
23/0/2020, 18546
24/0/2020, 16643
25/0/2020, 13919
26/0/2020, 14485
27/0/2020, 18223
28/0/2020, 20422
29/0/2020, 22062
30/0/2020, 18452
31/0/2020, 17685
1/1/2020, 15818
2/1/2020, 75543
3/1/2020, 32917
4/1/2020, 28537
5/1/2020, 34975
6/1/2020, 30260
7/1/2020, 25577
8/1/2020, 22495
9/1/2020, 38674
10/1/2020, 27170
11/1/2020, 28117
12/1/2020, 28341
13/1/2020, 26869
14/1/2020, 25754
15/1/2020, 23918
16/1/2020, 23996
17/1/2020, 25279
18/1/2020, 29623
19/1/2020, 31627
20/1/2020, 26789
21/1/2020, 23685
22/1/2020, 24088
23/1/2020, 25803
24/1/2020, 28829
25/1/2020, 27251
26/1/2020, 27388
27/1/2020, 25882
28/1/2020, 25289
29/1/2020, 22884
1/2/2020, 22847
2/2/2020, 25876
3/2/2020, 25782
4/2/2020, 27221
5/2/2020, 26232
6/2/2020, 22285
7/2/2020, 19205
8/2/2020, 19627
9/2/2020, 31167
10/2/2020, 24544
11/2/2020, 23550
12/2/2020, 44735
13/2/2020, 43020
14/2/2020, 22922
15/2/2020, 22102
16/2/2020, 27432
17/2/2020, 26159
18/2/2020, 26644
19/2/2020, 29033
20/2/2020, 28150
21/2/2020, 25403
22/2/2020, 27844
23/2/2020, 28657
24/2/2020, 31076
25/2/2020, 26878
26/2/2020, 24772
27/2/2020, 24128
28/2/2020, 20983
29/2/2020, 22187
30/2/2020, 24425
31/2/2020, 24944
1/3/2020, 27700
2/3/2020, 29947
3/3/2020, 33185
4/3/2020, 28502
5/3/2020, 25533
6/3/2020, 32118
7/3/2020, 32171
8/3/2020, 30033
9/3/2020, 29133
10/3/2020, 28128
11/3/2020, 22432
12/3/2020, 23749
13/3/2020, 26814
14/3/2020, 31671
15/3/2020, 28889
16/3/2020, 30583
17/3/2020, 28790
18/3/2020, 25279
19/3/2020, 25819
20/3/2020, 34822
21/3/2020, 32492
22/3/2020, 30981
23/3/2020, 35498
24/3/2020, 32567
25/3/2020, 33355
26/3/2020, 33495
27/3/2020, 39379
28/3/2020, 41546
29/3/2020, 48269
30/3/2020, 50532
1/4/2020, 40443
2/4/2020, 42783
3/4/2020, 43879
4/4/2020, 43373
5/4/2020, 50889
6/4/2020, 55866
7/4/2020, 59654
8/4/2020, 53749
9/4/2020, 42273
10/4/2020, 41923
11/4/2020, 82838
12/4/2020, 60453
13/4/2020, 46507
14/4/2020, 48588
15/4/2020, 38102
16/4/2020, 40293
17/4/2020, 33797
18/4/2020, 38987
19/4/2020, 31927
20/4/2020, 33468
21/4/2020, 36198
22/4/2020, 46283
23/4/2020, 27771
24/4/2020, 30235
25/4/2020, 34450
26/4/2020, 30190
27/4/2020, 34046
28/4/2020, 38537
29/4/2020, 34052
30/4/2020, 29372
31/4/2020, 28806
1/5/2020, 34801
2/5/2020, 48257
3/5/2020, 32772
4/5/2020, 33808
5/5/2020, 31415
6/5/2020, 26066
7/5/2020, 26035
8/5/2020, 30802
9/5/2020, 33586
10/5/2020, 35740
11/5/2020, 34444
12/5/2020, 34530
13/5/2020, 30524
14/5/2020, 24592
15/5/2020, 28560
16/5/2020, 28992
17/5/2020, 23559
18/5/2020, 23904
19/5/2020, 29522
20/5/2020, 26154
21/5/2020, 26333
22/5/2020, 33399
23/5/2020, 34373
24/5/2020, 32446
25/5/2020, 31154
26/5/2020, 30758
27/5/2020, 28444
28/5/2020, 28965
29/5/2020, 32380
30/5/2020, 28895
1/6/2020, 26910
2/6/2020, 26683
3/6/2020, 25726
4/6/2020, 24368
5/6/2020, 20039
6/6/2020, 27694
7/6/2020, 22547
8/6/2020, 22723
9/6/2020, 24645
10/6/2020, 24965
11/6/2020, 22288
12/6/2020, 19664
13/6/2020, 25309
14/6/2020, 35940
15/6/2020, 54174
16/6/2020, 56131
17/6/2020, 24865
18/6/2020, null
19/6/2020, 18893
20/6/2020, 24912
21/6/2020, 27374
22/6/2020, 25069
23/6/2020, 27632
24/6/2020, 27407
25/6/2020, 27808
26/6/2020, 30432
27/6/2020, 51139
28/6/2020, 45495
29/6/2020, 33785
30/6/2020, 32625
31/6/2020, 30055
1/7/2020, 39913
2/7/2020, 33109
3/7/2020, 29874
4/7/2020, 29318
5/7/2020, 38033
6/7/2020, 38775
7/7/2020, 37514
8/7/2020, 29019
9/7/2020, 25986
10/7/2020, 35606
11/7/2020, 33567
12/7/2020, 35237
13/7/2020, 30485
14/7/2020, 38124
15/7/2020, 39156
16/7/2020, 29007
17/7/2020, 40655
18/7/2020, 38262
19/7/2020, 36164
20/7/2020, 33256
21/7/2020, 34177
22/7/2020, 27846
23/7/2020, 28557
24/7/2020, 32820
25/7/2020, 36405
26/7/2020, 31857
27/7/2020, 32432
28/7/2020, 34517
29/7/2020, 26986
30/7/2020, 27893
31/7/2020, 29068
1/8/2020, 35393
2/8/2020, 32608
3/8/2020, 37151
4/8/2020, 34973
5/8/2020, 28115
6/8/2020, 23088
7/8/2020, 30832
8/8/2020, 28540
9/8/2020, 30051
10/8/2020, 29885
11/8/2020, 30008
12/8/2020, 27451
13/8/2020, 27955
14/8/2020, 29947
15/8/2020, 34641
16/8/2020, 35407
17/8/2020, 33417
18/8/2020, 31357
19/8/2020, 29151
20/8/2020, 26571
21/8/2020, 32418
22/8/2020, 38132
23/8/2020, 47367
24/8/2020, 37643
25/8/2020, 38495
26/8/2020, 25955
27/8/2020, 37113
28/8/2020, 34219
29/8/2020, 32020
30/8/2020, 33290
1/9/2020, 35755
2/9/2020, 32092
3/9/2020, 29374
4/9/2020, 31026
5/9/2020, 29324
6/9/2020, 30843
7/9/2020, 34215
8/9/2020, 42037
9/9/2020, 41653
10/9/2020, 37385
11/9/2020, 33070
12/9/2020, 32811
13/9/2020, 33789
14/9/2020, 87570
15/9/2020, 63222
16/9/2020, 36596
17/9/2020, 29771
18/9/2020, 26901
19/9/2020, 31375
20/9/2020, 37581
21/9/2020, 64870
22/9/2020, 43790
23/9/2020, 35777
24/9/2020, 32175
25/9/2020, 28445
26/9/2020, 36554
27/9/2020, 44889
28/9/2020, 36385
29/9/2020, 36808
30/9/2020, 32806
31/9/2020, 49308
1/10/2020, 40439
2/10/2020, 32602
3/10/2020, 36459
4/10/2020, 47315
5/10/2020, 60368
6/10/2020, 47823
7/10/2020, 33705
8/10/2020, 30699
9/10/2020, 35977
10/10/2020, 35104
11/10/2020, 39657
12/10/2020, 44220
13/10/2020, 48337
14/10/2020, 37293
15/10/2020, 33836
16/10/2020, 47177
17/10/2020, 74813
18/10/2020, 70679
19/10/2020, 43267
20/10/2020, 47903
21/10/2020, 45874
22/10/2020, 43581
23/10/2020, 47594
24/10/2020, 78971
25/10/2020, 46379
26/10/2020, 53237
27/10/2020, 44777
28/10/2020, 37071
29/10/2020, 33292
30/10/2020, 66042
1/11/2020, 60008
2/11/2020, 48309
3/11/2020, 44375
4/11/2020, 46085
5/11/2020, 39802
6/11/2020, 39953
7/11/2020, 45372
8/11/2020, 46222
9/11/2020, 42250
10/11/2020, 37279
11/11/2020, 35891
12/11/2020, 38898
13/11/2020, 39491
14/11/2020, 38737
15/11/2020, 43739
16/11/2020, 127155
17/11/2020, 120169
18/11/2020, 67616
19/11/2020, 56872
20/11/2020, 62679
21/11/2020, 61296
22/11/2020, 45927
23/11/2020, 43942
24/11/2020, 42618
25/11/2020, 49739
26/11/2020, 72172
27/11/2020, 88788
28/11/2020, 59779
29/11/2020, 56236
30/11/2020, 80886
31/11/2020, 68822
1/0/2021, 55480
2/0/2021, 145059
3/0/2021, 141596
4/0/2021, 82412
5/0/2021, 68133
6/0/2021, 86631
7/0/2021, 125036
8/0/2021, 113560
9/0/2021, 84725
10/0/2021, 74964
11/0/2021, 109316
12/0/2021, 83880
13/0/2021, 91811
14/0/2021, 106170
15/0/2021, 70388
16/0/2021, 62189
17/0/2021, 59161
18/0/2021, 69189
19/0/2021, 70173
20/0/2021, 61204
21/0/2021, 79347
22/0/2021, 79570
23/0/2021, 52802
24/0/2021, 50983
25/0/2021, 63766
26/0/2021, 55828
27/0/2021, 60652
28/0/2021, 84933
29/0/2021, 200783
30/0/2021, 93578
31/0/2021, 68163
1/1/2021, 91439
2/1/2021, 80624
3/1/2021, 87809
4/1/2021, 76348
5/1/2021, 97415
6/1/2021, 107331
7/1/2021, 77886
8/1/2021, 212923
9/1/2021, 159207
10/1/2021, 124292
11/1/2021, 115390
12/1/2021, 122503
13/1/2021, 93740
14/1/2021, 99797
15/1/2021, 101777
16/1/2021, 147792
17/1/2021, 147890
18/1/2021, 116096
19/1/2021, 150898
20/1/2021, 118093
21/1/2021, 111638
22/1/2021, 110348
23/1/2021, 131691
24/1/2021, 103733
25/1/2021, 82520
26/1/2021, 81742
27/1/2021, 66315
28/1/2021, 73439
1/2/2021, 89756
2/2/2021, 103342
3/2/2021, 94227
4/2/2021, 81460
5/2/2021, 70950
6/2/2021, 40281
7/2/2021, 68935
8/2/2021, 81828
9/2/2021, 85849
10/2/2021, 81908
11/2/2021, 95858
12/2/2021, 104787
13/2/2021, 154790
14/2/2021, 102059
15/2/2021, 116563
16/2/2021, 99951
17/2/2021, 106258
18/2/2021, 106755
19/2/2021, 106380
20/2/2021, 92396
21/2/2021, 80437
22/2/2021, 103950
23/2/2021, 94277
24/2/2021, 130216
25/2/2021, 137938
26/2/2021, 137602
27/2/2021, 106231
28/2/2021, 86361
29/2/2021, 104638
30/2/2021, 111290
31/2/2021, 108145
1/3/2021, 69301
2/3/2021, 30540
3/3/2021, 75450
4/3/2021, 87528
5/3/2021, 44761
