symbol,date,open,high,low,close,adjusted_close,volume
^IXIC,"Dec 03, 2021",15428.71,15470.36,14931.06,15085.47,15085.47,5859520000
^IXIC,"Dec 03, 2021",15428.71,15470.36,14931.06,15085.47,15085.47,5859520000
^IXIC,"Dec 02, 2021",15181.82,15444.54,15150.12,15381.32,15381.32,5390100000
^IXIC,"Dec 01, 2021",15752.27,15816.82,15243.93,15254.05,15254.05,6266020000
^IXIC,"Nov 30, 2021",15716.5,15828.2,15451.39,15537.69,15537.69,6609380000
^IXIC,"Nov 29, 2021",15719.42,15833.11,15644.61,15782.83,15782.83,4800570000
^IXIC,"Nov 26, 2021",15664.38,15731.54,15456.09,15491.66,15491.66,3502030000
^IXIC,"Nov 24, 2021",15677.88,15848.56,15591.36,15845.23,15845.23,4178630000
^IXIC,"Nov 23, 2021",15809.5,15895.86,15601.46,15775.14,15775.14,5412610000
^IXIC,"Nov 22, 2021",16120.92,16212.23,15851.04,15854.76,15854.76,5531070000
GC+F,"Nov 20, 2021",16120.92,16212.23,15851.04,15854.76,15854.76,5531070000
^IXIC,"Nov 19, 2021",16042.16,16121.12,16017.23,16057.44,16057.44,4849160000
^IXIC,"Nov 18, 2021",15973.39,16010.88,15848.83,15993.71,15993.71,5361690000
^IXIC,"Nov 17, 2021",15973.62,15998.57,15909.39,15921.57,15921.57,5024540000
^IXIC,"Nov 16, 2021",15840.32,15989.61,15825,15973.86,15973.86,5441150000
^IXIC,"Nov 15, 2021",15894.82,15918.45,15778.31,15853.85,15853.85,4978040000
^IXIC,"Nov 12, 2021",15752.62,15874.57,15705.38,15860.96,15860.96,5412870000
^IXIC,"Nov 11, 2021",15752.08,15768.03,15695.77,15704.28,15704.28,4520600000
^IXIC,"Nov 10, 2021",15753.84,15867.24,15543.68,15622.71,15622.71,5336480000
^IXIC,"Nov 09, 2021",16024.13,16035.21,15836.68,15886.54,15886.54,5531330000
^IXIC,"Nov 08, 2021",15995.72,16038.23,15961.81,15982.36,15982.36,5620280000
^IXIC,"Nov 05, 2021",16003.56,16053.39,15900.78,15971.59,15971.59,5534130000
^IXIC,"Nov 04, 2021",15849.74,15966.09,15827.66,15940.31,15940.31,5252570000
^IXIC,"Nov 03, 2021",15658.52,15821.57,15616.44,15811.58,15811.58,5274520000
^IXIC,"Nov 02, 2021",15583.98,15656.6,15569.27,15649.6,15649.6,5118540000
^IXIC,"Nov 01, 2021",15541.26,15598.95,15470.82,15595.92,15595.92,5239250000
^IXIC,"Oct 29, 2021",15323.29,15504.12,15323.29,15498.39,15498.39,5310370000
^IXIC,"Oct 28, 2021",15304.74,15452.3,15290.31,15448.12,15448.12,5660240000
^IXIC,"Oct 27, 2021",15276,15364.54,15235.84,15235.84,15235.84,6083210000
^IXIC,"Oct 26, 2021",15317.5,15384,15198.23,15235.71,15235.71,7035470000
^IXIC,"Oct 25, 2021",15142.92,15259.63,15070.75,15226.71,15226.71,5677320000
^IXIC,"Oct 22, 2021",15158.07,15193.01,15021.02,15090.2,15090.2,5719760000
^IXIC,"Oct 21, 2021",15104.8,15222.25,15094.14,15215.7,15215.7,4880390000
^IXIC,"Oct 20, 2021",15160,15178.39,15071.15,15121.68,15121.68,4086590000
^IXIC,"Oct 19, 2021",15073.13,15137.85,15049.73,15129.09,15129.09,4443000000
^IXIC,"Oct 18, 2021",14839.74,15026.68,14833.28,15021.81,15021.81,4142540000
