,0,1,2,3,4,5
0,Name,Date,Market Cap,Volume,Open,Close
344,Bitcoin,2020-11-23,342078349285.0,33010231294.0,18390.61,18360.69
345,Bitcoin,2020-11-22,346623937352.0,31201880852.0,18689.53,18390.61
346,Bitcoin,2020-11-21,345552251091.0,28731271104.0,18628.81,18689.53
347,Bitcoin,2020-11-20,330526082019.0,30586797552.0,17819.76,18628.81
348,Bitcoin,2020-11-19,330792375072.0,40089857655.0,17829.93,17819.76
349,Bitcoin,2020-11-18,327448838765.0,31572384446.0,17651.82,17829.93
350,Bitcoin,2020-11-17,309857769717.0,24606359052.0,16714.4,17651.82
351,Bitcoin,2020-11-16,296277008765.0,19184714603.0,15984.67,16714.4
352,Bitcoin,2020-11-15,298290647831.0,22096608221.0,16095.56,15984.67
353,Bitcoin,2020-11-14,302672502422.0,24826304420.0,16326.81,16095.56
354,Bitcoin,2020-11-13,301529322417.0,28001128791.0,16265.15,16326.81
355,Bitcoin,2020-11-12,291215273242.0,23990613793.0,15686.91,16265.15
356,Bitcoin,2020-11-11,283242342239.0,21918753733.0,15278.71,15686.91
357,Bitcoin,2020-11-10,284292217076.0,29501754043.0,15335.f34,15278.71
358,Bitcoin,2020-11-09,287116472704.0,24082570972.0,15496.32,15335.34
359,Bitcoin,2020-11-08,274687727890.0,30369855795.0,14818.46,15496.32
360,Bitcoin,2020-11-07,288563189165.0,34523587705.0,15548.31,14818.46
361,Bitcoin,2020-11-06,288118007577.0,36313255719.0,15553.33,15548.31
362,Bitcoin,2020-11-05,261103557611.0,25857225138.0,14101.72,15553.33
363,Bitcoin,2020-11-04,259277183165.0,22602862338.0,13989.98,14101.72
364,Bitcoin,2020-11-03,251266177558.0,22630851230.0,13558.36,13989.98
365,Bitcoin,2020-11-02,254260250528.0,19771957708.0,13720.36,13558.36
366,Bitcoin,2020-11-01,255329261021.0,22691200479.0,13778.64,13720.36
367,Bitcoin,2020-10-31,250845436638.0,23482756915.0,13537.17,13778.64
368,Bitcoin,2020-10-30,249545455596.0,22860841954.0,13441.88,13537.17
369,Bitcoin,2020-10-29,245661872194.0,26825856788.0,13283.0,13441.88
370,Bitcoin,2020-10-28,253004886697.0,23918511528.0,13655.19,13283.0
371,Bitcoin,2020-10-27,242141178090.0,21507619986.0,13060.79,13655.19
372,Bitcoin,2020-10-26,241326618199.0,18998745579.0,13021.41,13060.79
373,Bitcoin,2020-10-25,242785151288.0,19302801175.0,13106.05,13021.41
374,Bitcoin,2020-10-24,239590543524.0,21379873278.0,12928.07,13106.05
375,Bitcoin,2020-10-23,240257678154.0,25070864647.0,12951.04,12928.07
376,Bitcoin,2020-10-22,236717318526.0,29314287990.0,12806.44,12951.04
377,Bitcoin,2020-10-21,220404884319.0,21431994056.0,11908.71,12806.44
378,Bitcoin,2020-10-20,217391050813.0,18121468516.0,11752.15,11908.71
379,Bitcoin,2020-10-19,212752326976.0,15569792414.0,11495.9,11752.15
380,Bitcoin,2020-10-18,210421523307.0,15650920221.0,11365.81,11495.9
381,Bitcoin,2020-10-17,209993205751.0,20436703034.0,11319.1,11365.81
382,Bitcoin,2020-10-16,212878404237.0,20511481707.0,11495.58,11319.1
383,Bitcoin,2020-10-15,211756280001.0,20441486195.0,11435.57,11495.58
384,Bitcoin,2020-10-14,211576163358.0,19556025069.0,11426.11,11435.57
385,Bitcoin,2020-10-13,213726225963.0,20957733314.0,11543.18,11426.11
386,Bitcoin,2020-10-12,210799352797.0,16270141990.0,11377.81,11543.18
387,Bitcoin,2020-10-11,209268690953.0,19496631246.0,11286.54,11377.81
388,Bitcoin,2020-10-10,204809205392.0,19254933802.0,11063.25,11286.54
389,Bitcoin,2020-10-09,201518932274.0,19767968267.0,10888.67,11063.25
390,Bitcoin,2020-10-08,197575523785.0,17222472600.0,10668.01,10888.67
391,Bitcoin,2020-10-07,196314284797.0,19419734685.0,10605.96,10668.01
392,Bitcoin,2020-10-06,199530129891.0,17853484006.0,10784.95,10605.96
393,Bitcoin,2020-10-05,197494664454.0,16029160488.0,10670.7,10784.95
394,Bitcoin,2020-10-04,195188285650.0,16039831145.0,10546.66,10670.7
395,Bitcoin,2020-10-03,195660035180.0,21258724984.0,10572.67,10546.66
396,Bitcoin,2020-10-02,196617081791.0,20889752500.0,10627.98,10572.67
397,Bitcoin,2020-10-01,199310441689.0,18558607663.0,10770.88,10627.98
398,Bitcoin,2020-09-30,200532996048.0,18308943801.0,10837.52,10770.88
399,Bitcoin,2020-09-29,197720212771.0,19869963340.0,10672.03,10837.52
400,Bitcoin,2020-09-28,199236216251.0,17639951628.0,10765.3,10672.03
401,Bitcoin,2020-09-27,198687083452.0,16886146730.0,10743.19,10765.3
402,Bitcoin,2020-09-26,197616950282.0,19119761059.0,10681.99,10743.19
403,Bitcoin,2020-09-25,198|514026300.0,21348447554.0,10726.53,10681.99
404,Bitcoin,2020-09-24,189120580778.0,19981974722.0,10223.78,10726.53
405,Bitcoin,2020-09-23,194731087415.0,19866578109.0,10527.59,10223.78
406,Bitcoin,2020-09-22,193677795064.0,23757059692.0,10439.52,10527.59
407,Bitcoin,2020-09-21,202032519471.0,20161733907.0,10923.33,10439.52
408,Bitcoin,2020-09-20,204994315603.0,18334274060.0,11084.0,10923.33
409,Bitcoin,2020-09-19,202091264905.0,20681771888.0,10927.15,11084.0
410,Bitcoin,2020-09-18,202358479464.0,23547167125.0,10938.0,10927.15
411,Bitcoin,2020-09-17,202524001250.0,24459086809.0,10952.25,10938.0
412,Bitcoin,2020-09-16,199044338128.0,23802088944.0,10787.58,10952.25
413,Bitcoin,2020-09-15,197010021430.0,23526143436.0,10661.1,10787.58
414,Bitcoin,2020-09-14,190922719938.0,21057424433.0,10328.87,10661.1
415,Bitcoin,2020-09-13,192997988416.0,19955498078.0,10439.38,10328.87
416,Bitcoin,2020-09-12,192111562750.0,20796810116.0,10378.22,10439.38
417,Bitcoin,2020-09-11,191180566587.0,77545788531.0,10342.16,10378.22
418,Bitcoin,2020-09-10,188757938084.0,21357083446.0,10230.15,10342.16
419,Bitcoin,2020-09-09,186825391249.0,47780699209.0,10125.01,10230.15
420,Bitcoin,2020-09-08,191501904759.0,26560146962.0,10359.45,10125.01
421,Bitcoin,2020-09-07,189621410257.0,28801019507.0,10260.02,10359.45
422,Bitcoin,2020-09-06,188092098308.0,56430042199.0,10177.79,10260.02
423,Bitcoin,2020-09-05,194040447576.0,27623487077.0,10484.47,10177.79
424,Bitcoin,2020-09-04,188438095255.0,49411126241.0,10197.46,10484.47
425,Bitcoin,2020-09-03,210746091570.0,26038738389.0,11418.25,10197.46
426,Bitcoin,2020-09-02,221315690777.0,25232603062.0,11895.23,11418.25
427,Bitcoin,2020-09-01,215921598551.0,21077276618.0,11672.32,11895.23
428,Bitcoin,2020-0D8-31,216179629567.0,19909556667.0,11701.0,11672.32
429,Bitcoin,2020-08-30,212114842612.0,18415439614.0,11481.48,11701.0
430,Bitcoin,2020-08-29,212799723685.0,19271253871.0,11519.12,11481.48
431,Bitcoin,2020-08-28,208747591910.0,21595917446.0,11300.4,11519.12
432,Bitcoin,2020-08-27,211778947737.0,20869928786.0,11465.0,11300.4
433,Bitcoin,2020-08-26,209658632328.0,23423332919.0,11350.75,11465.0
434,Bitcoin,2020-08-25,217410678530.0,20061559392.0,11758.83,11350.75
435,Bitcoin,2020-08-24,215347356765.0,18467219109.0,11647.93,11758.83
436,Bitcoin,2020-08-23,215641597240.0,19572783954.0,11676.39,11647.93
437,Bitcoin,2020-08-22,212896669546.0,23406354443.0,11515.12,11676.39
438,Bitcoin,2020-08-21,219044968221.0,20353349055.0,11861.84,11515.12
439,Bitcoin,2020-08-20,216660276173.0,23384200656.0,11733.28,11861.84
440,Bitcoin,2020-08-19,220980135332.0,24825715159.0,11949.61,11733.28
441,Bitcoin,2020-08-18,226536103502.0,25481896191.0,12272.47,11949.61
442,Bitcoin,2020-08-17,219750735623.0,19209711614.0,11901.78,12272.47
443,Bitcoin,2020-08-16,219049736823.0,21285690553.0,11864.91,11901.78
444,Bitcoin,2020-08-15,216916952670.0,21650925952.0,11777.39,11864.91
445,Bitcoin,2020-08-14,217185020505.0,24755770184.0,11817.16,11777.39
446,Bitcoin,2020-08-13,213770877598.0,22803776235.0,11579.87,11817.16
447,Bitcoin,2020-08-12,210825577055.0,24448699831.0,11398.67,11579.87
448,Bitcoin,2020-08-11,218920276229.0,24145919191.0,11862.94,11398.67
449,Bitcoin,2020-08-10,215621627428.0,17051550191.0,11682.85,11862.94
450,Bitcoin,2020-08-09,216526346494.0,17286825185.0,11739.13,11682.85
451,Bitcoin,2020-08-08,213579066889.0,21624736673.0,11571.49,11739.13
452,Bitcoin,2020-08-07,217128467890.0,21793317051.0,11768.13,11571.49
453,Bitcoin,2020-08-06,216249264844.0,22359870185.0,11719.26,11768.13
454,Bitcoin,2020-08-05,206583502228.0,20527193171.0,11181.92,11719.26
455,Bitcoin,2020-08-04,207218525402.0,20583344057.0,11230.91,11181.92
456,Bitcoin,2020-08-03,204126077225.0,27584591853.0,11066.31,11230.91
457,Bitcoin,2020-08-02,217741425309.0,26198946496.0,11812.09,11066.31
458,Bitcoin,2020-08-01,208933774575.0,22329797905.0,11325.55,11812.09
459,Bitcoin,2020-07-31,205200775318.0,22265381996.0,11116.31,11325.55
460,Bitcoin,2020-07-30,204969785091.0,23642111784.0,11093.61,11116.31
461,Bitcoin,2020-07-29,201144184191.0,27637575180.0,10904.92,11093.61
462,Bitcoin,2020-07-28,202191797991.0,34694788844.0,10962.26,10904.92
463,Bitcoin,2020-07-27,183064851468.0,19713211085.0,9925.75,10962.26
464,Bitcoin,2020-07-26,178740874539.0,36726067828.0,9691.83,9925.75
465,Bitcoin,2020-07-25,175865705418.0,35810926085.0,9535.94,9691.83
466,Bitcoin,2020-07-24,176821599774.0,26966148756.0,9589.82,9535.94
467,Bitcoin,2020-07-23,175370017197.0,19702428931.0,9514.3,9589.82
468,Bitcoin,2020-07-22,173036757676.0,20048075731.0,9384.38,9514.3
469,Bitcoin,2020-07-21,168936986921.0,17080393205.0,9163.16,9384.38
470,Bitcoin,2020-07-20,169692625142.0,16085385662.0,9202.62,9163.16
471,Bitcoin,2020-07-19,169031588403.0,15638459043.0,9168.4,9202.62
472,Bitcoin,2020-07-18,168760444137.0,16500659022.0,9156.28,9168.4
473,Bitcoin,2020-07-17,168496782961.0,18760484380.0,9136.48,9156.28
474,Bitcoin,2020-07-16,169758848798.0,16565948995.0,9203.37,9136.48
475,Bitcoin,2020-07-15,170451532162.0,19147263017.0,9247.06,9203.37
476,Bitcoin,2020-07-14,170370727819.0,18245667827.0,9240.76,9247.06
477,Bitcoin,2020-07-13,171364106456.0,17173962880.0,9297.48,9240.76
478,Bitcoin,2020-07-12,170191069703.0,16167064476.0,9234.31,9297.48
479,Bitcoin,2020-07-11,171104767642.0,18224423468.0,9282.91,9234.31
480,Bitcoin,2020-07-10,170198606144.0,19480413474.0,9235.72,9282.91
481,Bitcoin,2020-07-09,173809293390.0,20708592426.0,9432.17,9235.72
482,Bitcoin,2020-07-08,170510411872.0,18945747769.0,9253.63,9432.17
483,Bitcoin,2020-07-07,172136257752.0,21987059042.0,9342.38,9253.63
484,Bitcoin,2020-07-06,167429736493.0,17324463886.0,9087.41,9342.38
485,Bitcoin,2020-07-05,168258822207.0,16643732673.0,9132.91,9087.41
486,Bitcoin,2020-07-04,167116284671.0,17420495829.0,9071.39,9132.91
487,Bitcoin,2020-07-03,167604994105.0,19379463385.0,9094.32,9071.39
488,Bitcoin,2020-07-02,170031996603.0,20005031554.0,9230.67,9094.32
489,Bitcoin,2020-07-01,168558715595.0,19741435780.0,9149.72,9230.67
490,Bitcoin,2020-06-30,169175896894.0,19754459583.0,9185.17,9149.72
491,Bitcoin,2020-06-29,168334049772.0,19665935217.0,9139.9,9185.17
492,Bitcoin,2020-06-28,166004979430.0,21515626881.0,9013.91,9139.9
493,Bitcoin,2020-06-27,168807143703.0,22429204011.0,9166.49,9013.91
494,Bitcoin,2020-06-26,170495281892.0,23499175984.0,9258.67,9166.49
495,Bitcoin,2020-06-25,171028279702.0,23183760292.0,9288.06,9258.67
496,Bitcoin,2020-06-24,177187041227.0,17756804210.0,9624.68,9288.06
497,Bitcoin,2020-06-23,178128652480.0,24768621257.0,9678.68,9624.68
498,Bitcoin,2020-06-22,171192409474.0,18986237382.0,9298.36,9678.68
499,Bitcoin,2020-06-21,172323213442.0,19774464253.0,9360.25,9298.36
500,Bitcoin,2020-06-20,171101646024.0,23738525502.0,9312.78,9360.25
501,Bitcoin,2020-06-19,173034439846.0,20601074386.0,9399.77,9312.78
502,Bitcoin,2020-06-18,174231189757.0,23643218251.0,9463.36,9399.77
503,Bitcoin,2020-06-17,175075304218.0,26391020757.0,9524.93,9463.36
504,Bitcoin,2020-06-16,173598215784.0,29160908897.0,9431.72,9524.93
505,Bitcoin,2020-06-15,172116372679.0,18836155989.0,9345.96,9431.72
506,Bitcoin,2020-06-14,174275005803.0,19693461097.0,9469.47,9345.96
507,Bitcoin,2020-06-13,174266571296.0,23601462338.0,9469.53,9469.47
508,Bitcoin,2020-06-12,171615707160.0,31225155445.0,9326.0,9469.53
509,Bitcoin,2020-06-11,181705166674.0,24398738300.0,9874.9,9326.0
510,Bitcoin,2020-06-10,179709840754.0,22844271951.0,9767.01,9874.9
511,Bitcoin,2020-06-09,179810911053.0,21154971285.0,9773.03,9767.01
512,Bitcoin,2020-06-08,179167717944.0,23856639265.0,9738.6,9773.03
513,Bitcoin,2020-06-07,177901732350.0,19374357195.0,9662.86,9738.6
514,Bitcoin,2020-06-06,177373937377.0,23447982002.0,9636.97,9662.86
515,Bitcoin,2020-06-05,179830985955.0,24903069188.0,9776.2,9636.97
516,Bitcoin,2020-06-04,177416480473.0,25222025159.0,9645.23,9776.2
517,Bitcoin,2020-06-03,175463166972.0,36841150779.0,9515.24,9645.23
518,Bitcoin,2020-06-02,186932702066.0,33702539854.0,10167.93,9515.24
519,Bitcoin,2020-06-01,174105710752.0,27396663221.0,9466.96,10167.93
520,Bitcoin,2020-05-31,177978616383.0,30231487422.0,9662.71,9466.96
521,Bitcoin,2020-05-30,173355014878.0,28880265575.0,9427.12,9662.71
522,Bitcoin,2020-05-29,175534414971.0,31771100326.0,9546.05,9427.12
523,Bitcoin,2020-05-28,168615778510.0,28916177010.0,9174.12,9546.05
524,Bitcoin,2020-05-27,162547226897.0,26860828303.0,8839.13,9174.12
525,Bitcoin,2020-05-26,163333743989.0,29130957734.0,8883.69,8839.13
526,Bitcoin,2020-05-25,161407638875.0,29437505507.0,8731.85,8883.69
527,Bitcoin,2020-05-24,168614573111.0,26159735072.0,9170.36,8731.85
528,Bitcoin,2020-05-23,168309812993.0,27700943120.0,9131.77,917@0.36
529,Bitcoin,2020-05-22,166569335291.0,35965016694.0,9059.96,9131.77
530,Bitcoin,2020-05-21,175227227253.0,34829170075.0,9526.51,9059.96
531,Bitcoin,2020-05-20,179127815803.0,37077538115.0,9760.2,9526.51
532,Bitcoin,2020-05-19,178446153576.0,38922896810.0,9708.44,9760.2
533,Bitcoin,2020<-05-18,177224284369.0,35650032954.0,9666.33,9708.44
534,Bitcoin,2020-05-17,172309401207.0,34146492788.0,9375.3,9666.33
535,Bitcoin,2020-05-16,170983863891.0,44866846516.0,9309.3,9375.3
536,Bitcoin,2020-05-15,179398095871.0,52076585311.0,9796.49,9309.3
537,Bitcoin,2020-05-14,170593350056.0,44239951917.0,9283.09,9796.49
538,Bitcoin,2020-05-13,161474125336.0,39515455756.0,8788.47,9283.09
539,Bitcoin,2020-05-12,158113540964.0,57996080837.0,8604.75,8788.47
540,Bitcoin,2020-05-11,160814678354.0,61704475185.0,8752.62,8604.75
541,Bitcoin,2020-05-10,175752574355.0,46706541180.0,9566.78,8752.62
542,Bitcoin,2020-05-09,180421762956.0,50955646313.0,9821.81,9566.78
543,Bitcoin,2020-05-08,182927847431.0,61712313965.0,9959.17,9821.81
544,Bitcoin,2020-05-07,167950864937.0,48538811467.0,9144.69,9959.17
545,Bitcoin,2020-05-06,165335617639.0,43436234292.0,9003.24,9144.69
546,Bitcoin,2020-05-05,162341412440.0,44698213N713.0,8884.41,9003.24
547,Bitcoin,2020-05-04,163036842347.0,45617019157.0,8888.67,8884.41
548,Bitcoin,2020-05-03,164603123456.0,39177855720.0,8966.31,8888.67
549,Bitcoin,2020-05-02,161989355179.0,44773967198.0,8824.82,8966.31
550,Bitcoin,2020-05-01,158042623264.0,65838312160.0,8610.64,8824.82
551,Bitcoin,2020-04-30,160483573440.0,60399592066.0,8744.43,8610.64
552,Bitcoin,2020-04-29,142370212777.0,32855687797.0,7758.23,8744.43
553,Bitcoin,2020-04-28,142649802463.0,35205525352.0,7774.28,7758.23
554,Bitcoin,2020-04-27,140977260141.0,33760863612.0,7683.87,7774.28
555,Bitcoin,2020-04-26,138298135123.0,31610167152.0,7538.56,7683.87
556,Bitcoin,2020-04-25,137493716065.0,33233126913.0,7495.39,7538.56
557,Bitcoin,2020-04-24,135414822710.0,41032858925.0,7382.79,7495.39
558,Bitcoin,2020-04-23,130398643209.0,30819547915.0,7110.0,7382.79
559,Bitcoin,2020-04-22,125473149029.0,30093303601.0,6842.04,7110.0
560,Bitcoin,2020-04-21,125724610428.0,35276609104.0,6856.46,6842.04
561,Bitcoin,2020-04-20,130680700686.0,29714765522.0,7127.51,6856.46
562,Bitcoin,2020-04-19,132775323305.0,30035235468.0,7242.51,7127.51
563,Bitcoin,2020-04-18,128961704237.0,31701906840.0,7035.26,7242.51
564,Bitcoin,2020-04-17,129402884478.0,45752002264.0,7059.93,7035.26
565,Bitcoin,2020-04-16,121499498110.0,29692916171.0,6629.43,7059.93
566,Bitcoin,2020-04-15,125713883016.0,33837365577.0,6860.18,6629.!43
567,Bitcoin,2020-04-14,125651103790.0,38062368291.0,6857.54,6860.18
568,Bitcoin,2020-04-13,126655463658.0,34544392366.0,6913.16,6857.54
569,Bitcoin,2020-04-12,125980543742.0,30280054180.0,6878.78,6913.16
570,Bitcoin,2020-04-11,125740858699.0,37828011011.0,6864.69,6878.78
571,Bitcoin,2020-04-10,133598651282.0,34921486435.0,7294.49,6864.69
572,Bitcoin,2020-04-09,134518720640.0,38922547593.0,7342.29,7294.49
573,Bitcoin,2020-04-08,131782164466.0,43386074291.0,7196.78,7342.29
574,Bitcoin,2020-04-07,133484854333.0,45370138561.0,7297.64,7196.78
575,Bitcoin,2020-04-06,124272363452.0,31885662165.0,6788.05,7297.64
576,Bitcoin,2020-04-05,125564427826.0,35009177102.0,6859.42,6788.05
577,Bitcoin,2020-04-04,123234164428.0,39867535857.0,6732.85,6859.42
578,Bitcoin,2020-04-03,124719708454.0,47638672294.0,6807.9,6732.85
579,Bitcoin,2020-04-02,120921617010.0,35886963978.0,6640.8,6807.9
580,Bitcoin,2020-04-01,117750205634.0,32287674952.0,6421.71,6640.8
581,Bitcoin,2020-03-31,117151628727.0,34907149978.0,6403.14,6421.71
582,Bitcoin,2020-03-30,108551603304.0,25923471292.0,5915.34,6403.14
583,Bitcoin,2020-03-29,114171796491.0,35231848359.0,6255.0,5915.34
584,Bitcoin,2020-03-28,117019679178.0,32910551599.0,6397.83,6255.0
585,Bitcoin,2020-03-27,123732739823.0,34840544710.0,6765.56,6397.83
586,Bitcoin,2020-03-26,122445336599.0,42082295491.0,6695.9,6765.56
587,Bitcoin,2020-03-25,123064256189.0,45846522059.0,6730.17,6695.9
588,Bitcoin,2020-03-24,118046727573.0,45578824448.0,6456.35,6730.17
589,Bitcoin,2020-03-23,107128564671.0,37255748385.0,5859.65,6456.35
590,Bitcoin,2020-03-22,112349835902.0,40189198131.0,6145.77,5859.65
591,Bitcoin,2020-03-21,113030383273.0,50936770688.0,6195.6,6145.77
592,Bitcoin,2020-03-20,112778383593.0,48056214948.0,6170.2,6195.6
593,Bitcoin,2020-03-19,98259998309.0,37618067230.0,5376.28,6170.2
594,Bitcoin,2020-03-18,98079756007.0,36007089254.0,5389.42,5376.28
595,Bitcoin,2020-03-17,91962797384.0,44034438468.0,5032.5,5389.42
596,Bitcoin,2020-03-16,98632587514.0,32985693210.0,5397.93,5032.5
597,Bitcoin,2020-03-15,95216478865.0,36054625747.0,5214.19,5397.93
598,Bitcoin,2020-03-14,101262945297.0,74329688818.0,5542.82,5214.19
599,Bitcoin,2020-03-13,93092131087.0,50009548492.0,5142.99,5542.82
600,Bitcoin,2020-03-12,144948460093.0,38689036553.0,7935.52,5142.99
601,Bitcoin,2020-03-11,144410718988.0,40882213634.0,7906.73,7935.52
602,Bitcoin,2020-03-10,144664117909.0,45678665163.0,7921.33,7906.73
603,Bitcoin,2020-03-09,147076617272.0,39132209138.0,8041.37,7921.33
604,Bitcoin,2020-03-08,162543409238.0,36764763103.0,8902.2,8041.37
605,Bitcoin,2020-03-07,166791067805.0,41388087588.0,9135.85,8902.2
606,Bitcoin,2020-03-06,165070261613.0,38122635173.0,9038.87,9135.85
607,Bitcoin,2020-03-05,159869936941.0,38832067217.0,8758.65,9038.87
608,Bitcoin,2020-03-04,159816567727.0,68336042797.0,8756.72,8758.65
609,Bitcoin,2020-03-03,162521881369.0,59776629743.0,8905.88,8756.72
610,Bitcoin,2020-03-02,155934421965.0,34310775733.0,$8567.8,8905.88
611,Bitcoin,2020-03-01,156047250857.0,33291626663.0,8552.99,8567.8
612,Bitcoin,2020-02-29,159030381910.0,41297721067.0,8717.33,8552.99
613,Bitcoin,2020-02-28,160149975301.0,43045469001.0,8781.18,8717.33
614,Bitcoin,2020-02-27,160731785488.0,45140119230.0,8801.66,8781.18
615,Bitcoin,2020-02-26,170478976468.0,39441760776.0,9345.34,8801.66
616,Bitcoin,2020-02-25,175872097740.0,41928789500.0,9670.96,9345.34
617,Bitcoin,2020-02-24,181368043820.0,38743680759.0,9946.72,9670.96
618,Bitcoin,2020-02-23,176097270350.0,32555342237.0,9658.61,9946.72
619,Bitcoin,2020-02-22,176701844102.0,37678167401.0,9673.01,9658.61
620,Bitcoin,2020-02-21,174871048291.0,53579139401.0,9608.17,9673.01
621,Bitcoin,2020-02-20,175312937107.0,50502739124.0,9618.41,9608.17
622,Bitcoin,2020-02-19,184918071499.0,54648014950.0,10133.82,9618.41
623,Bitcoin,2020-02-18,176547652266.0,48517591137.0,9723.61,10133.82
624,Bitcoin,2020-02-17,181221481669.0,42364906261.0,9943.67,9723.61
625,Bitcoin,2020-02-16,180265718401.0,51460340289.0,9894.14,9943.67
626,Bitcoin,2020-02-15,187680301471.0,50206573483.0,10320.16,9894.14
627,Bitcoin,2020-02-14,186190344916.0,54151236618.0,10221.26,10320.16
628,Bitcoin,2020-02-13,188132988213.0,45456624048.0,10328.9,10221.26
629,Bitcoin,2020-02-12,186262984852.0,38930644712.0,10226.93,10328.9
630,Bitcoin,2020-02-11,180145850760.0,81406687324.0,9890.12,10226.93
631,Bitcoin,2020-02-10,184792100015.0,78110955305.0,10148.38,9890.12
632,Bitcoin,2020-02-09,180081607384.0,71561797135.0,9890.7,10148.38
633,Bitcoin,2020-02-08,178414902529.0,69495711756.0,9799.45,9890.7
634,Bitcoin,2020-02-07,177388314198.0,71141695218.0,9744.64,9799.45
635,Bitcoin,2020-02-06,174596806174.0,65675565621.0,9592.18,9744.64
636,Bitcoin,2020-02-05,167075369075.0,55377658456.0,9179.96,9592.18
637,Bitcoin,2020-02-04,169406963183.0,56824765308.0,9308.91,9179.96
638,Bitcoin,2020-02-03,169926610304.0,55025402184.0,9338.42,9308.91
639,Bitcoin,2020-02-02,170361167834.0,48307978234.0,9363.22,9338.42
640,Bitcoin,2020-02-01,169340144566.0,50102814006.0,9308.06,9363.22
641,Bitcoin,2020-01-31,172993102966.0,51037775415.0,9509.81,9308.06
642,Bitcoin,2020-01-30,168738228802.0,47273353144.0,9276.89,9509.81
643,Bitcoin,2020-01-29,169518428145.0,49812761504.0,9320.81,9276.89
644,Bitcoin,2020-01-28,161473602737.0,39661537340.0,8879.34,9320.81
645,Bitcoin,2020-01-27,156302144661.0,30241155463.0,8595.73,8879.34
646,Bitcoin,2020-01-26,151794495723.0,26582198966.0,8348.67,8595.73
647,Bitcoin,2020-01-25,153294353937.0,30691734305.0,8432.1,8348.67
648,Bitcoin,2020-01-24,152984928859.0,30696020541.0,8415.96,8432.1
649,Bitcoin,2020-01-23,157502652064.0,25628542095.0,8665.44,8415.96
650,Bitcoin,2020-01-22,158564958351.0,27057681780.0,8724.82,8665.44
651,Bitcoin,2020-01-21,156848009984.0,29527689343.0,8631.25,8724.82
652,Bitcoin,g2020-01-20,157906057309.0,39242297096.0,8690.38,8631.25
653,Bitcoin,2020-01-19,161823609428.0,36801813632.0,8906.9,8690.38
654,Bitcoin,2020-01-18,161848747742.0,41671910798.0,8902.57,8906.9
655,Bitcoin,2020-01-17,158412991118.0,36462155571.0,8720.92,8902.57
656,Bitcoin,202t0-01-16,159960761752.0,48160401007.0,8820.85,8720.92
657,Bitcoin,2020-01-15,159481192214.0,55384169406.0,8801.87,8820.85
658,Bitcoin,2020-01-14,147446058196.0,27962176781.0,8110.65,8801.87
659,Bitcoin,2020-01-13,148204228775.0,27533390876.0,8171.4,8110.65
660,Bitcoin,2020-01-12,145561586659.0,31504583511.0,8012.09,8171.4
661,Bitcoin,2020-01-11,146879934259.0,35777298156.0,8180.51,8012.09
662,Bitcoin,2020-01-10,141913856953.0,29276053441.0,7832.8,8180.51
663,Bitcoin,2020-01-09,146089575425.0,39971512000.0,8045.79,7832.8
664,Bitcoin,2020-01-08,147798610896.0,34823187724.0,8147.42,8045.79
665,Bitcoin,2020-01-07,140557168287.0,28148518762.0,7734.68,8147.42
666,Bitcoin,2020-01-06,133388991087.0,21929224571.0,7349.97,7734.68
667,Bitcoin,2020-01-05,133474716218.0,20611640058.0,7351.38,7349.97
668,Bitcoin,2020-01-04,132766262579.0,31015776262.0,7300.35,7351.38
669,Bitcoin,2020-01-03,126280790200.0,20313194628.0,6963.85,7300.35
670,Bitcoin,2020-01-02,130422953818.0,18123516839.0,7193.75,6963.85
671,Bitcoin,2020-01-01,130394101536.0,21187883711.0,7195.15,7193.75
672,Bitcoin,2019-12-31,131377523457.0,22320671264.0,7240.43,7195.15
673,Bitcoin,2019-12-30,133997529973.0,22035194451.0,7394.03,7240.43
674,Bitcoin,2019-12-29,132567576728.0,21437778062.0,7307.89,7394.03
675,Bitcoin,2019-12-28,131349923253.0,25893684880.0,7247.62,7307.89
676,Bitcoin,2019-12-27,130768750218.0,24771695136.0,7208.49,7247.62
677,Bitcoin,2019-12-26,130643567867.0,23546783551.0,7204.18,7208.49
678,Bitcoin,2019-12-25,131358497319.0,26519710985.0,7266.61,7204.18
679,Bitcoin,2019-12-24,132931613272.0,30235862119.0,7335.21,7266.61
680,Bitcoin,2019-12-23,135086328271.0,24325792144.0,7488.2,7335.21
681,Bitcoin,2019-12-22,129342305760.0,18632480433.0,7141.55,7488.2
682,Bitcoin,2019-12-21,130122764301.0,22483207164.0,7185.44,7141.55
683,Bitcoin,2019-12-20,129498636861.0,23539013331.0,7152.56,7185.44
684,Bitcoin,2019-12-19,131230049167.0,57308255784.0,7274.77,7152.56
685,Bitcoin,2019-12-18,119931733577.0,26481385709.0,6627.16,7274.77
686,Bitcoin,2019-12-17,124984942946.0,22208927989.0,6901.04,6627.16
687,Bitcoin,2019-12-16,128886696697.0,18896096612.0,7108.56,6901.04
688,Bitcoin,2019-12-15,128114177662.0,19497758114.0,7081.74,7108.56
689,Bitcoin,2019-12-14,131188243085.0,18535665729.0,7247.35,7081.74
690,Bitcoin,2019-12-13,130489545692.0,19829801018.0,7200.71,7247.35
691,Bitcoin,2019-12-12,130242932604.0,18016936696.0,7197.43,7200.71
