date,count,percent_change,asset,source,created_ts
2014-11-22,22344.0,-0.09085730561093708,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-23,20544.0,-0.08055853920515577,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-24,25545.0,0.2434287383177569,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-25,25985.0,0.017224505774124044,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-26,27929.0,0.0748123917644794,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-27,25790.0,-0.0765870600451144,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-28,24830.0,-0.037223730127956545,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-29,26555.0,0.06947241240434954,BTC,Twitter,2021-12-01 12:44:56.037479
2014-11-30,20117.0,-0.24244021841461116,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-01,26508.0,0.3176915046975195,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-02,32744.0,0.23524973592877618,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-03,24990.0,-0.23680674322013195,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-04,26370.0,0.055222088835534144,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-05,25043.0,-0.05032233598786495,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-06,21503.0,-0.14135686619015297,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-07,21983.0,0.022322466632562987,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-08,24899.0,0.13264795523813855,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-09,27224.0,0.09337724406602677,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-10,25421.0,-0.06622832794593003,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-11,32162.0,0.2651744620589276,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-12,25383.0,-0.2107766929917294,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-13,26584.0,0.04731513217507777,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-14,23579.0,-0.11303791754438763,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-15,26094.0,0.10666270834216895,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-16,27622.0,0.05855752280217685,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-17,28350.0,0.026355803345159634,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-18,26969.0,-0.04871252204585541,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-19,23574.0,-0.12588527568689978,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-20,23524.0,-0.0021209807414949156,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-21,21411.0,-0.08982315932664509,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-22,23172.0,0.08224744290318053,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-23,25504.0,0.1006387018815813,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-24,24192.0,-0.05144291091593478,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-25,21216.0,-0.12301587301587302,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-26,21728.0,0.02413273001508287,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-27,21543.0,-0.008514359351988188,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-28,18427.0,-0.14464095065682592,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-29,19605.0,0.06392793183914902,BTC,Twitter,2021-12-01 12:44:56.037479
2014-12-30,19477.0,-0.00652894669727111,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-01,19445.0,,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-02,24761.0,0.27338647467215216,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-03,33419.0,0.3496627761398974,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-04,22995.0,-0.3119183697896406,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-05,28935.0,0.2583170254403131,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-06,23289.0,-0.19512700881285638,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-07,19540.0,-0.1609772854137146,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-08,20792.0,0.06407369498464677,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-09,24642.0,0.18516737206617928,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-10,24331.0,-0.012620728836945094,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-11,39339.0,0.6168262710122889,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-12,25742.0,-0.34563664556801144,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-13,27697.0,0.07594592494755648,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-14,19041.0,-0.3125248221829079,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-15,21846.0,0.14731369150779905,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-16,24782.0,0.13439531264304683,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-17,24354.0,-0.01727059962876276,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-18,22628.0,-0.07087131477375375,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-19,24979.0,0.10389782570266926,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-20,29514.0,0.18155250410344692,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-21,20543.0,-0.30395744392491697,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-22,20579.0,0.0017524217495010763,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-23,23428.0,0.1384421011710968,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-24,24385.0,0.040848557281884856,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-25,24137.0,-0.010170186590116925,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-26,26283.0,0.08890914363839753,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-27,30545.0,0.16215804892896557,BTC,Twitter,2021-12-01 12:44:56.037479
2015-02-28,20811.0,-0.31867736127025703,BTC,Twitter,2021-12-01 12:44:56.037479
